id	type	language	license	rightsHolder	accessRights	bibliographicCitation	references	institutionID	datasetName	ownerInstitutionCode	informationWithheld	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	startDayOfYear	endDayOfYear	fieldNumber	fieldNotes	eventRemarks	continent	country	countryCode	stateProvince	locality	verbatimElevation	locationRemarks	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	georeferenceRemarks
P3-F3-B1-TC5-1-3	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC5-1-3	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 32 | # fotos: 45	07/08/2018	219	251	Llanganates | TC5-1-3		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC5-1-3|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HI01226350|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Napo	Loma Yana Ashpa	3837,0	Categoria manejo: Parque Nacional	lat: -0,99823 | lon: -78,35275	9889547	794633	UTM 17S	WGS84	-0,99823	-78,35275	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC2-2-1	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC2-2-1	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 590	08/08/2018	220	251	Llanganates | TC2-2-1		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC2-2-1|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HI01226434|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Napo	Cocha de Mulatos	3854,0	Categoria manejo: Parque Nacional	lat: -0,99231 | lon: -78,36355	9890202	793432	UTM 17S	WGS84	-0,99231	-78,36355	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC6-2-3	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC6-2-3	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 289	08/08/2018	220	251	Llanganates | TC6-2-3		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC6-2-3|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HH1225769|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Napo	Milinbanco	3857,0	Categoria manejo: Parque Nacional	lat: -1,0104 | lon: -78,3438	9888200	795619	UTM 17S	WGS84	-1,01040	-78,34380	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC10-2-5	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC10-2-5	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 538	09/08/2018	221	252	Llanganates | TC10-2-5		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC10-2-5|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HH12225637|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Taurisacha	3830,0	Categoria manejo: Parque Nacional	lat: -1,11824 | lon: -78,33921	9876267	796131	UTM 17S	WGS84	-1,11824	-78,33921	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC9-1-5	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC9-1-5	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 30	09/08/2018	221	252	Llanganates | TC9-1-5		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC9-1-5|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HH12225563|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Mesa Tablon	3861,0	Categoria manejo: Parque Nacional	lat: -1,13239944673705 | lon: -78,35185	9874701	794721	UTM 17S	WGS84	-1,13240	-78,35185	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC13-1-7	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC13-1-7	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 73	10/08/2018	222	253	Llanganates | TC13-1-7		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC13-1-7|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HH12225702|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Patios	3765,0	Categoria manejo: Parque Nacional	lat: -1,06578 | lon: -78,38859	9882075	790636	UTM 17S	WGS84	-1,06578	-78,38859	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC14-2-7	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC14-2-7	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 5	10/08/2018	222	253	Llanganates | TC14-2-7		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC14-2-7|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HI01226353|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Uspasacha	3866,0	Categoria manejo: Parque Nacional	lat: -1,07619802785354 | lon: -78,37625	9880922	792009	UTM 17S	WGS84	-1,07620	-78,37625	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC12-2-6	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC12-2-6	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 95	11/08/2018	223	254	Llanganates | TC12-2-6		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC12-2-6|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HI01226327|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Curiquingue/Hacienda Quimbana	3772,0	Categoria manejo: NA	lat: -1,16499 | lon: -78,46037	9871106	782632	UTM 17S	WGS84	-1,16499	-78,46037	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC15-1-8	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC15-1-8	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 110	12/08/2018	224	255	Llanganates | TC15-1-8		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC15-1-8|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HI01226348|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	El Corazón	2838,0	Categoria manejo: NA	lat: -1,2240011441056 | lon: -78,46963	9864578	781595	UTM 17S	WGS84	-1,22400	-78,46963	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC16-2-8	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC16-2-8	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 53	12/08/2018	224	255	Llanganates | TC16-2-8		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC16-2-8|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HH12225767|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Lagartococha/Parroquia Baquerizo Moreno	3220,0	Categoria manejo: Bosque Comunitario	lat: -1,20128 | lon: -78,47375	9867092	781138	UTM 17S	WGS84	-1,20128	-78,47375	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC19-1-10	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC19-1-10	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 35	13/08/2018	225	256	Llanganates | TC19-1-10		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC19-1-10|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HH12225708|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Parroquia El Triunfo	2957,0	Categoria manejo: NA	lat: -1,28495 | lon: -78,38284	9857825	791254	UTM 17S	WGS84	-1,28495	-78,38284	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC20-2-10	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC20-2-10	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 87	13/08/2018	225	256	Llanganates | TC20-2-10		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC20-2-10|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HH12225766|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	El Alisal/Parroquia El Triunfo	3304,0	Categoria manejo: Parque Nacional	lat: -1,24996 | lon: -78,40574	9861699	788708	UTM 17S	WGS84	-1,24996	-78,40574	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC27-1-14	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC27-1-14	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 5	14/08/2018	226	257	Llanganates | TC27-1-14		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC27-1-14|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HI01226342|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	El Placer/Río Verde	1910,0	Categoria manejo: NA	lat: -1,4168 | lon: -78,30151	9843225	800295	UTM 17S	WGS84	-1,41680	-78,30151	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC28-2-14	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC28-2-14	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 32 | # fotos: 25	14/08/2018	226	258	Llanganates | TC28-2-14		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC28-2-14|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HI01226315|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	El Placer/Río Verde/Bosque Protector La Candelaria	1805,0	Categoria manejo: Bosque Privado	lat: -1,42811 | lon: -78,31013	9841976	799333	UTM 17S	WGS84	-1,42811	-78,31013	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F3-B1-TC8-2-4	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F3-B1-TC8-2-4	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 32 | # fotos: 10	14/08/2018	226	258	Llanganates | TC8-2-4		Paisaje: P3|Fase: F3|Bloque: B1|ETC estandar: TC8-2-4|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de fauna|Codigo camara: P850HI01226324|Modelo de camara: Reconix PC850 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	La Floresta	1604,0	Categoria manejo: NA	lat: -1,39395 | lon: -78,24822	9845748	806232	UTM 17S	WGS84	-1,39395	-78,24822	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
